id,source,brand,product_url,title,category,gender,price,sale,description,image_url,second_hand
,scraper-bound,Bound,https://wearebound.com/products/originality-tee-white,ORIGINALITY TEE - WHITE,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99157.jpg?v=1754307106,False
,scraper-bound,Bound,https://wearebound.com/products/dancing-tee-white,DANCING TEE - WHITE,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99179.jpg?v=1754307226,False
,scraper-bound,Bound,https://wearebound.com/products/mcr-industry-tee-white,MCR INDUSTRY TEE - WHITE,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99349.jpg?v=1754307246,False
,scraper-bound,Bound,https://wearebound.com/products/dancing-tee-washed-light-navy,DANCING TEE - WASHED LIGHT NAVY,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99216.jpg?v=1754307423,False
,scraper-bound,Bound,https://wearebound.com/products/industry-first-tee-black,INDUSTRY FIRST TEE - BLACK,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99245_6cee5ca8-19f9-4184-9a70-bfc536638469.jpg?v=1754307481,False
,scraper-bound,Bound,https://wearebound.com/products/industry-first-tee-washed-light-grey,INDUSTRY FIRST TEE - WASHED LIGHT GREY,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99274.jpg?v=1754307585,False
,scraper-bound,Bound,https://wearebound.com/products/industry-first-tee-washed-light-navy,INDUSTRY FIRST TEE - WASHED LIGHT NAVY,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99304.jpg?v=1754307672,False
,scraper-bound,Bound,https://wearebound.com/products/record-tee-washed-forest-green,RECORD TEE - WASHED FOREST GREEN,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/99332_aca9cbb6-61db-471d-8a27-1afc800abc6e.jpg?v=1754307826,False
,scraper-bound,Bound,https://wearebound.com/products/industry-first-sweater-washed-light-brown,INDUSTRY FIRST SWEATER - WASHED LIGHT BROWN,Sweaters,UNISEX,99USD,99USD,,http://wearebound.com/cdn/shop/files/99358.jpg?v=1754403256,False
,scraper-bound,Bound,https://wearebound.com/products/industry-first-hoodie-navy,INDUSTRY FIRST HOODIE - NAVY,Hoodies,UNISEX,92USD,92USD,,http://wearebound.com/cdn/shop/files/99402.jpg?v=1754307842,False
,scraper-bound,Bound,https://wearebound.com/products/industry-first-hoodie-forest-green,INDUSTRY FIRST HOODIE - FOREST GREEN,Hoodies,UNISEX,99USD,99USD,,http://wearebound.com/cdn/shop/files/99384.jpg?v=1754308282,False
,scraper-bound,Bound,https://wearebound.com/products/union-denim-jorts-light-blue,UNION DENIM JORTS - LIGHT BLUE,,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/88505.jpg?v=1752500120,False
,scraper-bound,Bound,https://wearebound.com/products/union-denim-jorts-mid-blue,UNION DENIM JORTS - MID BLUE,,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/88675.jpg?v=1752500136,False
,scraper-bound,Bound,https://wearebound.com/products/union-denim-jorts-washed-brown,BOTHA UNION DENIM JORTS - WASHED BROWN,,UNISEX,110USD,110USD,,http://wearebound.com/cdn/shop/files/98986.jpg?v=1752500150,False
,scraper-bound,Bound,https://wearebound.com/products/cropped-gingham-shirt-navy,BOTHA CROPPED GINGHAM SHIRT - NAVY,Shirts,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/98191.jpg?v=1752493425,False
,scraper-bound,Bound,https://wearebound.com/products/cropped-gingham-shirt-red,BOTHA CROPPED GINGHAM SHIRT - RED,Shirts,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/98299.jpg?v=1752493437,False
,scraper-bound,Bound,https://wearebound.com/products/cropped-gingham-shirt-green,BOTHA CROPPED GINGHAM SHIRT - GREEN,Shirts,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/98005.jpg?v=1752493469,False
,scraper-bound,Bound,https://wearebound.com/products/botha-candy-gradient-boucle-knit,BOTHA CANDY GRADIENT BOUCLE KNIT,Knitwear,UNISEX,138USD,138USD,,http://wearebound.com/cdn/shop/files/98699.jpg?v=1752493492,False
,scraper-bound,Bound,https://wearebound.com/products/botha-citrus-gradient-boucle-knit,BOTHA CITRUS GRADIENT KNIT,Knitwear,UNISEX,111USD,111USD,,http://wearebound.com/cdn/shop/files/98613.jpg?v=1752493509,False
,scraper-bound,Bound,https://wearebound.com/products/botha-cropped-knit-grey,BOTHA CROPPED WOOL KNIT - GREY,Knitwear,UNISEX,138USD,138USD,,http://wearebound.com/cdn/shop/files/98500.jpg?v=1752493533,False
,scraper-bound,Bound,https://wearebound.com/products/botha-heavy-canvas-vest-brown,BOTHA HEAVY CANVAS VEST - BROWN,,UNISEX,155USD,155USD,,http://wearebound.com/cdn/shop/files/98796.jpg?v=1752493550,False
,scraper-bound,Bound,https://wearebound.com/products/botha-wool-cap-forest,BOTHA WOOL CAP - FOREST,Caps,UNISEX,60USD,60USD,,http://wearebound.com/cdn/shop/files/R0012256.jpg?v=1752532164,False
,scraper-bound,Bound,https://wearebound.com/products/botha-wool-cap-stone,BOTHA WOOL CAP - STONE,Caps,UNISEX,60USD,60USD,,http://wearebound.com/cdn/shop/files/R0012245.jpg?v=1752532250,False
,scraper-bound,Bound,https://wearebound.com/products/botha-wool-cap-navy,BOTHA WOOL CAP - NAVY,Caps,UNISEX,60USD,60USD,,http://wearebound.com/cdn/shop/files/R0012266.jpg?v=1752532379,False
,scraper-bound,Bound,https://wearebound.com/products/heavy-stripe-retro-patch-tee-arctic,STRIPE RETRO PATCH TEE - ARCTIC,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/88959.jpg?v=1748287135,False
,scraper-bound,Bound,https://wearebound.com/products/heavy-stripe-retro-patch-tee-mauve,STRIPE RETRO PATCH TEE - MAUVE,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/90163.jpg?v=1748287161,False
,scraper-bound,Bound,https://wearebound.com/products/heavy-stripe-retro-patch-tee-menthol,STRIPE RETRO PATCH TEE - MENTHOL,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/88567.jpg?v=1748287187,False
,scraper-bound,Bound,https://wearebound.com/products/pique-waffle-shorts-black,PIQUE WAFFLE SHORTS - BLACK,Shorts,UNISEX,43USD,43USD,,http://wearebound.com/cdn/shop/files/90180.jpg?v=1748287232,False
,scraper-bound,Bound,https://wearebound.com/products/pique-waffle-shorts-sage,PIQUE WAFFLE SHORTS - SAGE,Shorts,UNISEX,43USD,43USD,,http://wearebound.com/cdn/shop/files/90228.jpg?v=1748287263,False
,scraper-bound,Bound,https://wearebound.com/products/retro-rib-knit-sweater-petrol-blue,RETRO FISHERMAN RIB KNIT SWEATER - PETROL BLUE,Sweaters,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/BOUND_ECOM_1056_4d5c4ba9-2f7e-4e66-81a9-eaca5aa0fbd2.jpg?v=1767713416,False
,scraper-bound,Bound,https://wearebound.com/products/retro-rib-knit-sweater-green,RETRO FISHERMAN RIB KNIT SWEATER - GREEN,Sweaters,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/BOUND_ECOM_1031.jpg?v=1767713270,False
,scraper-bound,Bound,https://wearebound.com/products/retro-rib-knit-sweater-brown,RETRO FISHERMAN RIB KNIT SWEATER - BROWN,Sweaters,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/BOUND_ECOM_0991.jpg?v=1767713339,False
,scraper-bound,Bound,https://wearebound.com/products/crest-panel-knit-sweater-heather-grey,CREST PANEL KNIT SWEATER - HEATHER GREY,Sweaters,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0863.jpg?v=1741109114,False
,scraper-bound,Bound,https://wearebound.com/products/crest-panel-knit-sweater-black,CREST PANEL KNIT SWEATER - BLACK,Sweaters,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0784-1.jpg?v=1741109167,False
,scraper-bound,Bound,https://wearebound.com/products/crest-panel-knit-sweater-royal-blue,CREST PANEL KNIT SWEATER - ROYAL BLUE,Sweaters,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0008.jpg?v=1741109189,False
,scraper-bound,Bound,https://wearebound.com/products/signature-intarsia-knit-sweater-grey,SIGNATURE INTARSIA KNIT SWEATER - GREY,Sweaters,UNISEX,113USD,113USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0615.jpg?v=1741109265,False
,scraper-bound,Bound,https://wearebound.com/products/stanley-waffle-knit-polo-rose-pink,STANLEY WAFFLE KNIT POLO - ROSE PINK,Knitwear,UNISEX,92USD,92USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0717-1.jpg?v=1741109289,False
,scraper-bound,Bound,https://wearebound.com/products/stanley-waffle-knit-polo-sage-green,STANLEY WAFFLE KNIT POLO - PISTACHIO,Knitwear,UNISEX,92USD,92USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0590.jpg?v=1741109406,False
,scraper-bound,Bound,https://wearebound.com/products/acid-wash-knit-tee-moss-green,ACID WASH KNIT TEE - MOSS GREEN,Knitwear,UNISEX,57USD,57USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0539_75b40ae4-853d-45c2-aded-9e461ee68f3b.jpg?v=1743435020,False
,scraper-bound,Bound,https://wearebound.com/products/acid-wash-knit-tee-charcoal,ACID WASH KNIT TEE - CHARCOAL,Knitwear,UNISEX,57USD,57USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0185_d46a2765-51fa-4617-a35b-a8d0b7afb9c1.jpg?v=1743434824,False
,scraper-bound,Bound,https://wearebound.com/products/abbey-knit-polo-ecru,ABBEY KNIT POLO - ECRU,Knitwear,UNISEX,92USD,92USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0762-1.jpg?v=1741111466,False
,scraper-bound,Bound,https://wearebound.com/products/tropez-knit-polo-sweater-stone,TROPEZ KNIT POLO SWEATER - STONE,Sweaters,UNISEX,127USD,127USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0985.jpg?v=1741109822,False
,scraper-bound,Bound,https://wearebound.com/products/tropez-knit-polo-sweater-orange,TROPEZ KNIT POLO SWEATER - ORANGE,Sweaters,UNISEX,99USD,99USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound1210.jpg?v=1741109875,False
,scraper-bound,Bound,https://wearebound.com/products/abstract-ocean-vest-blue-beige,ABSTRACT OCEAN VEST - BLUE/BEIGE,,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound1047.jpg?v=1741109908,False
,scraper-bound,Bound,https://wearebound.com/products/acid-wash-cahin-vest-sky-blue,ACID WASH CHAIN VEST - SKY BLUE,,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0222.jpg?v=1741109973,False
,scraper-bound,Bound,https://wearebound.com/products/sustain-white-crochet-vest,SUSTAIN WHITE CROCHET VEST,,UNISEX,36USD,36USD,,http://wearebound.com/cdn/shop/files/89295.jpg?v=1748287087,False
,scraper-bound,Bound,https://wearebound.com/products/peached-canvas-shorts-mid-blue,PEACHED CANVAS SHORTS - MID BLUE,Shorts,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/90090.jpg?v=1748287302,False
,scraper-bound,Bound,https://wearebound.com/products/peached-canvas-shorts-sand,PEACHED CANVAS SHORTS - SAND,Shorts,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/89309.jpg?v=1748287340,False
,scraper-bound,Bound,https://wearebound.com/products/cord-work-shorts-barley-cream,CORD CARPENTER SHORTS - BARLEY CREAM,Shorts,UNISEX,85USD,85USD,,http://wearebound.com/cdn/shop/files/89964.jpg?v=1748287369,False
,scraper-bound,Bound,https://wearebound.com/products/canvas-contrast-shorts-army-green,CANVAS CONTRAST SHORTS - ARMY GREEN,Shorts,UNISEX,85USD,85USD,,http://wearebound.com/cdn/shop/files/90011.jpg?v=1748287397,False
,scraper-bound,Bound,https://wearebound.com/products/pleat-smart-canvas-shorts-ocean-blue,PLEAT SMART CANVAS SHORTS - NAVY,Shorts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/89336.jpg?v=1748287421,False
,scraper-bound,Bound,https://wearebound.com/products/canvas-carpenter-shorts-ecru,CANVAS CARPENTER SHORTS - ECRU,Shorts,UNISEX,57USD,57USD,,http://wearebound.com/cdn/shop/files/88760.jpg?v=1748287472,False
,scraper-bound,Bound,https://wearebound.com/products/link-embroidery-sweat-shorts-navy,LINK EMBROIDERY SWEAT SHORTS - NAVY,Shorts,UNISEX,36USD,36USD,,http://wearebound.com/cdn/shop/files/90359.jpg?v=1748287493,False
,scraper-bound,Bound,https://wearebound.com/products/link-embroidery-sweat-shorts-sand,LINK EMBROIDERY SWEAT SHORTS - SAND,Shorts,UNISEX,36USD,36USD,,http://wearebound.com/cdn/shop/files/90342.jpg?v=1748287517,False
,scraper-bound,Bound,https://wearebound.com/products/michael-casual-trouser-army-green,MICHAEL CASUAL TROUSER - ARMY GREEN,Trousers,UNISEX,99USD,99USD,,http://wearebound.com/cdn/shop/files/88351.jpg?v=1748287538,False
,scraper-bound,Bound,https://wearebound.com/products/flora-embroidered-shirt-green,FLORA EMBROIDERED SHIRT - GREEN,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/89359.jpg?v=1748287574,False
,scraper-bound,Bound,https://wearebound.com/products/flora-embroidered-shirt-cream,FLORA EMBROIDERED SHIRT - CREAM,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/88323.jpg?v=1748287594,False
,scraper-bound,Bound,https://wearebound.com/products/floral-embroidered-shirt-ecru,FLORAL EMBROIDERED SHIRT - ECRU,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/90032.jpg?v=1748287628,False
,scraper-bound,Bound,https://wearebound.com/products/floral-embroidered-shirt-rust,FLORAL EMBROIDERED SHIRT - RUST,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/90118.jpg?v=1748287655,False
,scraper-bound,Bound,https://wearebound.com/products/floral-embroidered-shirt-green,FLORAL EMBROIDERED SHIRT - GREEN,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/88937.jpg?v=1748287694,False
,scraper-bound,Bound,https://wearebound.com/products/grecian-embroidered-shirt-ecru,GRECIAN EMBROIDERED SHIRT - ECRU,Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/88482.jpg?v=1748287722,False
,scraper-bound,Bound,https://wearebound.com/products/grecian-embroidered-shirt-black,GRECIAN EMBROIDERED SHIRT - BLACK,Shirts,UNISEX,85USD,85USD,,http://wearebound.com/cdn/shop/files/88856.jpg?v=1748287747,False
,scraper-bound,Bound,https://wearebound.com/products/stripe-tencel-raglan-shirt-navy,STRIPE TENCEL RAGLAN SHIRT - NAVY,Shirts,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/89168.jpg?v=1748287862,False
,scraper-bound,Bound,https://wearebound.com/products/capri-lace-shirt-ecru,CAPRI LACE SHIRT - ECRU,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/89590.jpg?v=1748287893,False
,scraper-bound,Bound,https://wearebound.com/products/paisley-rayon-shirt-blue,PAISLEY RAYON SHIRT - BLUE,Shirts,UNISEX,57USD,57USD,,http://wearebound.com/cdn/shop/files/89003.jpg?v=1748287945,False
,scraper-bound,Bound,https://wearebound.com/products/paisley-rayon-shirt-mushroom,PAISLEY RAYON SHIRT - MUSHROOM,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/89428.jpg?v=1748287993,False
,scraper-bound,Bound,https://wearebound.com/products/floral-rayon-shirt-sage,FLORAL RAYON SHIRT - SAGE,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/89059.jpg?v=1748288026,False
,scraper-bound,Bound,https://wearebound.com/products/henna-rayon-shirt-sunset-orange,HENNA RAYON SHIRT - SUNSET ORANGE,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/90433.jpg?v=1748288059,False
,scraper-bound,Bound,https://wearebound.com/products/henna-rayon-shirt-cream,HENNA RAYON SHIRT - CREAM,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/89920.jpg?v=1748300094,False
,scraper-bound,Bound,https://wearebound.com/products/tony-patterned-rayon-shirt,TONY PATTERNED RAYON SHIRT,Shirts,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/89187.jpg?v=1748288136,False
,scraper-bound,Bound,https://wearebound.com/products/alfama-linen-shorts-olive,ALFAMA LINEN SHORTS - OLIVE,Shorts,UNISEX,43USD,43USD,,http://wearebound.com/cdn/shop/files/89938.jpg?v=1748288156,False
,scraper-bound,Bound,https://wearebound.com/products/alfama-linen-shorts-navy,ALFAMA LINEN SHORTS - NAVY,Shorts,UNISEX,43USD,43USD,,http://wearebound.com/cdn/shop/files/90496.jpg?v=1748288184,False
,scraper-bound,Bound,https://wearebound.com/products/roman-woven-polo-ecru,ROMAN WOVEN POLO - ECRU,Polos,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/88417.jpg?v=1748288243,False
,scraper-bound,Bound,https://wearebound.com/products/vintage-cupro-cuban-shirt-burnt-orange,VINTAGE CUPRO CUBAN SHIRT - BURNT ORANGE,Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/89510.jpg?v=1748288277,False
,scraper-bound,Bound,https://wearebound.com/products/vintage-cupro-cuban-shirt-forest,VINTAGE CUPRO CUBAN SHIRT - FOREST,Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/90536.jpg?v=1748288307,False
,scraper-bound,Bound,https://wearebound.com/products/stripe-tencel-raglan-shirt-sky,STRIPE TENCEL RAGLAN SHIRT - BEIGE,Shirts,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/88597.jpg?v=1748288362,False
,scraper-bound,Bound,https://wearebound.com/products/harris-knit-polo-brown-blend,HARRIS KNIT POLO - BROWN BLEND,Knitwear,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/88708.jpg?v=1748288392,False
,scraper-bound,Bound,https://wearebound.com/products/harris-knit-polo-blue-ocean,HARRIS KNIT POLO - BLUE OCEAN,Knitwear,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/89255.jpg?v=1748288417,False
,scraper-bound,Bound,https://wearebound.com/products/harris-knit-polo-desert-sand,HARRIS KNIT POLO - DESERT SAND,Knitwear,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/89480.jpg?v=1748288451,False
,scraper-bound,Bound,https://wearebound.com/products/harris-knit-polo-white-green,HARRIS KNIT POLO - WHITE/GREEN,Knitwear,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/88822.jpg?v=1748288481,False
,scraper-bound,Bound,https://wearebound.com/products/harris-knit-polo-navy-forest,HARRIS KNIT POLO - NAVY/FOREST,Knitwear,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/89979.jpg?v=1748288515,False
,scraper-bound,Bound,https://wearebound.com/products/andreas-knit-polo-hunter-green,ANDREAS KNIT POLO - HUNTER GREEN,Knitwear,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/88644.jpg?v=1748288538,False
,scraper-bound,Bound,https://wearebound.com/products/bound-luka-sunglasses-black,LUKA SUNGLASSES - BLACK,Sunglasses,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/R0012102.jpg?v=1748353930,False
,scraper-bound,Bound,https://wearebound.com/products/bound-luka-sunglasses-tortoise,LUKA SUNGLASSES - TORTOISE,Sunglasses,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/R0012100.jpg?v=1748353953,False
,scraper-bound,Bound,https://wearebound.com/products/bound-jude-sunglasses-black,JUDE SUNGLASSES - BLACK,Sunglasses,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/R0012123.jpg?v=1748353979,False
,scraper-bound,Bound,https://wearebound.com/products/bound-jude-sunglasses-tortoise,JUDE SUNGLASSES - TORTOISE,Sunglasses,UNISEX,120USD,120USD,,http://wearebound.com/cdn/shop/files/R0012114.jpg?v=1748354002,False
,scraper-bound,Bound,https://wearebound.com/products/signature-chenille-cardigan-black,SIGNATURE CHENILLE CARDIGAN - BLACK,Cardigans,UNISEX,85USD,85USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0005-1.jpg?v=1741109993,False
,scraper-bound,Bound,https://wearebound.com/products/signature-chenille-cardigan-sky-blue,SIGNATURE CHENILLE CARDIGAN - SKY BLUE,Cardigans,UNISEX,85USD,85USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0341.jpg?v=1741110103,False
,scraper-bound,Bound,https://wearebound.com/products/rupert-crochet-knit-polo-navy,RUPERT CROCHET KNIT POLO - NAVY,Knitwear,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound1234.jpg?v=1741110143,False
,scraper-bound,Bound,https://wearebound.com/products/rupert-crochet-knit-polo-sand,RUPERT CROCHET KNIT POLO - SAND,Knitwear,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0855-1.jpg?v=1741110201,False
,scraper-bound,Bound,https://wearebound.com/products/multi-stripe-fluffy-knit,MULTI STRIPE FLUFFY KNIT,Knitwear,UNISEX,134USD,134USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0923.jpg?v=1741110236,False
,scraper-bound,Bound,https://wearebound.com/products/wide-leg-smart-pleat-jogger-pant-cream,TAPERED CASUAL TROUSER - CREAM,Trousers,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound1107.jpg?v=1741110273,False
,scraper-bound,Bound,https://wearebound.com/products/wide-leg-smart-pleat-jogger-pant-black,TAPERED CASUAL TROUSER - BLACK,Trousers,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound1077.jpg?v=1741110304,False
,scraper-bound,Bound,https://wearebound.com/products/wide-leg-smart-pleat-jogger-pant-brown,TAPERED CASUAL TROUSER - BROWN,Trousers,UNISEX,106USD,106USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0817-1.jpg?v=1741110364,False
,scraper-bound,Bound,https://wearebound.com/products/straight-leg-pleat-joggers-cream,CUFFLESS PLEAT JOGGERS - CREAM,Joggers,UNISEX,57USD,57USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0094.jpg?v=1741110457,False
,scraper-bound,Bound,https://wearebound.com/products/contrast-stitch-textured-canvas-trouser-mid-blue,CONTRAST RIPSTOP CANVAS TROUSER - MID BLUE,Trousers,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0638.jpg?v=1741110476,False
,scraper-bound,Bound,https://wearebound.com/products/contrast-stitch-textured-canvas-trouser-mid-green,CONTRAST RIPSTOP CANVAS TROUSER - MID GREEN,Trousers,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0653.jpg?v=1741110518,False
,scraper-bound,Bound,https://wearebound.com/products/canvas-shorts-army-green,CANVAS SHORTS - ARMY GREEN,Shorts,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0119.jpg?v=1741110586,False
,scraper-bound,Bound,https://wearebound.com/products/canvas-shorts-black,CANVAS SHORTS - BLACK,Shorts,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0838-1.jpg?v=1741110627,False
,scraper-bound,Bound,https://wearebound.com/products/dogtooth-woven-polo-tan,DOGTOOTH WOVEN POLO - TAN,Polos,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0948.jpg?v=1741110685,False
,scraper-bound,Bound,https://wearebound.com/products/dogtooth-woven-polo-black,DOGTOOTH WOVEN POLO - BLACK,Polos,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0451.jpg?v=1741110772,False
,scraper-bound,Bound,https://wearebound.com/products/waffle-woven-polo-hunter-green,WAFFLE WOVEN POLO - HUNTER GREEN,Polos,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0326.jpg?v=1741110879,False
,scraper-bound,Bound,https://wearebound.com/products/waffle-woven-polo-beige,WAFFLE WOVEN POLO - BEIGE,Polos,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0166.jpg?v=1741111006,False
,scraper-bound,Bound,https://wearebound.com/products/cross-check-woven-textured-polo-kelly-green,CROSS CHECK WOVEN TEXTURED POLO - KELLY GREEN,Polos,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0469.jpg?v=1741111053,False
,scraper-bound,Bound,https://wearebound.com/products/cable-knit-woven-polo-ecru,CABLE KNIT WOVEN POLO - ECRU,Knitwear,UNISEX,64USD,64USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0490_bb7305f8-d2bb-4cae-9c05-f20f384e65b0.jpg?v=1741111527,False
,scraper-bound,Bound,https://wearebound.com/products/heavyweight-woven-dogtooth-cuban-polo-oat,HEAVYWEIGHT WOVEN DOGTOOTH CUBAN POLO - OAT,Polos,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0895.jpg?v=1741111148,False
,scraper-bound,Bound,https://wearebound.com/products/pique-stripe-tee-retro-green-blue-white,PIQUE STRIPE TEE - RETRO GREEN / BLUE / WHITE,T-Shirts,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0969.jpg?v=1741111197,False
,scraper-bound,Bound,https://wearebound.com/products/pique-stripe-tee-brown-ecru,PIQUE STRIPE TEE - BROWN / ECRU,T-Shirts,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0202.jpg?v=1741111245,False
,scraper-bound,Bound,https://wearebound.com/products/sunrise-sweater-ecru-purple,SUNRISE SWEATER - ECRU / PURPLE,Sweaters,UNISEX,71USD,71USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0246.jpg?v=1741111303,False
,scraper-bound,Bound,https://wearebound.com/products/sunrise-sweater-forest-yellow,SUNRISE SWEATER - FOREST / YELLOW,Sweaters,UNISEX,85USD,85USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0518.jpg?v=1741111316,False
,scraper-bound,Bound,https://wearebound.com/products/retro-sports-grid-sweater-grey-navy,RETRO SPORTS GRID SWEATER - GREY / NAVY,Sweaters,UNISEX,85USD,85USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0043-1.jpg?v=1741111371,False
,scraper-bound,Bound,https://wearebound.com/products/retro-sports-grid-sweater-cream-brown,RETRO SPORTS GRID SWEATER - CREAM / BROWN,Sweaters,UNISEX,78USD,78USD,,http://wearebound.com/cdn/shop/files/1.16.25-Bound0562.jpg?v=1741111415,False
,scraper-bound,Bound,https://wearebound.com/products/sawyer-mohair-cardigan-indigo,SAWYER MOHAIR CARDIGAN - INDIGO,Cardigans,UNISEX,176USD,176USD,,http://wearebound.com/cdn/shop/files/1.16.25Bound1168_x.jpg?v=1737541294,False
,scraper-bound,Bound,https://wearebound.com/products/sawyer-mohair-cardigan-marble,SAWYER MOHAIR CARDIGAN - MARBLE,Cardigans,UNISEX,176USD,176USD,,http://wearebound.com/cdn/shop/files/1.16.25Bound0287_x.jpg?v=1737541382,False
